source,target,amount,is_fraud_edge
10023_visa_debit,11106_visa_credit,87.0,0
10023_visa_debit,11207_visa_debit,160703.89575,0
10023_visa_debit,11218_visa_debit,109.31110000000001,0
10023_visa_debit,11319_visa_credit,109.31110000000001,0
10023_visa_debit,11849_visa_debit,87.0,0
10023_visa_debit,11899_visa_debit,105.98276470588235,0
10023_visa_debit,11919_mastercard_debit,109.31110000000001,0
10023_visa_debit,12037_mastercard_debit,180.4275,0
10023_visa_debit,12133_mastercard_credit,97.06485,0
10023_visa_debit,12253_visa_credit,109.31110000000001,0
10023_visa_debit,12469_mastercard_debit,180.4275,0
10023_visa_debit,12501_visa_debit,116.49315384615385,0
10023_visa_debit,12581_visa_debit,109.31110000000001,0
10023_visa_debit,12598_visa_debit,105.98276470588235,0
10023_visa_debit,12695_visa_debit,160703.89575,0
10023_visa_debit,12783_visa_debit,137.3972,0
10023_visa_debit,12839_visa_debit,137.3972,0
10023_visa_debit,12928_mastercard_credit,539.4798,0
10023_visa_debit,12932_visa_debit,160703.89575,0
10023_visa_debit,12970_visa_debit,180.4275,0
10023_visa_debit,13052_visa_debit,160703.89575,0
10023_visa_debit,1342_mastercard_debit,160703.89575,0
10023_visa_debit,13481_mastercard_debit,160703.89575,0
10023_visa_debit,13514_visa_credit,97.06485,0
10023_visa_debit,13786_visa_debit,539.4798,0
10023_visa_debit,14035_visa_debit,109.31110000000001,0
10023_visa_debit,14128_mastercard_credit,109.31110000000001,0
10023_visa_debit,14232_visa_credit,105.98276470588235,0
10023_visa_debit,14276_mastercard_credit,97.06485,0
10023_visa_debit,14426_mastercard_debit,105.98276470588235,0
10023_visa_debit,14608_american express_credit,87.0,0
10023_visa_debit,14628_visa_debit,105.98276470588235,0
10023_visa_debit,14741_visa_debit,137.3972,0
10023_visa_debit,14858_visa_debit,160703.89575,0
10023_visa_debit,15063_visa_credit,109.31110000000001,0
10023_visa_debit,15066_mastercard_credit,160703.89575,0
10023_visa_debit,15093_mastercard_debit,87.0,0
10023_visa_debit,15371_visa_credit,87.0,0
10023_visa_debit,1545_mastercard_debit,97.06485,0
10023_visa_debit,15672_visa_debit,87.0,0
10023_visa_debit,15863_visa_debit,65.0,0
10023_visa_debit,15885_visa_debit,97.06485,0
10023_visa_debit,15890_visa_debit,97.06485,0
10023_visa_debit,16064_visa_debit,65.0,0
10023_visa_debit,16075_mastercard_credit,160703.89575,0
10023_visa_debit,1607_visa_debit,137.3972,0
10023_visa_debit,16136_visa_debit,137.3972,0
10023_visa_debit,16632_mastercard_debit,116.49315384615385,0
10023_visa_debit,16659_visa_credit,109.31110000000001,0
10023_visa_debit,16786_mastercard_debit,109.31110000000001,0
10023_visa_debit,16876_visa_debit,539.4798,0
10023_visa_debit,16960_american express_credit,137.3972,0
10023_visa_debit,17188_visa_debit,539.4798,0
10023_visa_debit,17223_visa_debit,105.98276470588235,0
10023_visa_debit,17347_visa_credit,97.06485,0
10023_visa_debit,17854_american express_credit,137.3972,0
10023_visa_debit,18268_visa_credit,180.4275,0
10023_visa_debit,1906_mastercard_debit,180.4275,0
10023_visa_debit,1931_visa_debit,539.4798,0
10023_visa_debit,1974_visa_debit,137.3972,0
10023_visa_debit,2157_visa_debit,539.4798,0
10023_visa_debit,2232_american express_credit,105.98276470588235,0
10023_visa_debit,2455_visa_credit,87.0,0
10023_visa_debit,2616_discover_credit,160703.89575,0
10023_visa_debit,2704_mastercard_debit,87.0,0
10023_visa_debit,2772_visa_debit,137.3972,0
10023_visa_debit,2803_visa_debit,539.4798,0
10023_visa_debit,2884_visa_debit,539.4798,0
10023_visa_debit,3154_mastercard_debit,116.49315384615385,0
10023_visa_debit,3278_visa_debit,137.3972,0
10023_visa_debit,3368_mastercard_debit,105.98276470588235,0
10023_visa_debit,3484_mastercard_debit,137.3972,0
10023_visa_debit,3502_mastercard_debit,539.4798,0
10023_visa_debit,3605_mastercard_debit,160703.89575,0
10023_visa_debit,3682_visa_credit,109.31110000000001,0
10023_visa_debit,4436_visa_debit,109.31110000000001,0
10023_visa_debit,4461_mastercard_debit,97.06485,0
10023_visa_debit,4653_mastercard_debit,87.0,0
10023_visa_debit,4663_visa_debit,180.4275,0
10023_visa_debit,4682_mastercard_debit,180.4275,0
10023_visa_debit,4738_visa_credit,109.31110000000001,0
10023_visa_debit,4779_visa_credit,105.98276470588235,0
10023_visa_debit,5287_visa_debit,137.3972,0
10023_visa_debit,5492_visa_debit,105.98276470588235,0
10023_visa_debit,5812_mastercard_debit,97.06485,0
10023_visa_debit,6019_visa_credit,160703.89575,0
10023_visa_debit,6054_discover_credit,137.3972,0
10023_visa_debit,6062_mastercard_debit,180.4275,0
10023_visa_debit,6068_visa_debit,116.49315384615385,0
10023_visa_debit,6187_visa_debit,137.3972,0
10023_visa_debit,6344_discover_credit,137.3972,0
10023_visa_debit,6415_mastercard_debit,180.4275,0
10023_visa_debit,6741_visa_credit,539.4798,0
10023_visa_debit,6816_visa_debit,105.98276470588235,0
10023_visa_debit,6855_visa_debit,116.49315384615385,0
10023_visa_debit,6917_mastercard_debit,87.0,0
10023_visa_debit,6924_mastercard_debit,109.31110000000001,0
10023_visa_debit,7005_visa_debit,539.4798,0
10023_visa_debit,7482_visa_debit,160703.89575,0
10023_visa_debit,7508_visa_debit,87.0,0
10023_visa_debit,7585_visa_credit,160703.89575,0
10023_visa_debit,7653_visa_credit,116.49315384615385,0
10023_visa_debit,7826_mastercard_debit,160703.89575,0
10023_visa_debit,7919_mastercard_debit,160703.89575,0
10023_visa_debit,8117_visa_debit,116.49315384615385,0
10023_visa_debit,8384_american express_credit,87.0,0
10023_visa_debit,8394_visa_debit,160703.89575,0
10023_visa_debit,9316_visa_credit,97.06485,0
10023_visa_debit,9500_visa_debit,160703.89575,0
10023_visa_debit,9571_american express_credit,97.06485,0
10023_visa_debit,9633_visa_debit,109.31110000000001,0
10023_visa_debit,9680_visa_debit,137.3972,0
10023_visa_debit,9718_american express_credit,137.3972,0
10023_visa_debit,9767_visa_debit,539.4798,0
10024_visa_credit,10019_mastercard_debit,71.81500000000001,0
10024_visa_credit,10409_visa_debit,345.0,0
10024_visa_credit,10486_mastercard_credit,13584.745,0
10024_visa_credit,10616_visa_credit,13584.745,0
10024_visa_credit,11491_american express_credit,13584.745,0
10024_visa_credit,12063_visa_debit,345.0,0
10024_visa_credit,12911_mastercard_debit,345.0,0
10024_visa_credit,13837_american express_credit,13584.745,0
10024_visa_credit,13978_visa_credit,345.0,0
10024_visa_credit,14080_visa_debit,345.0,0
10024_visa_credit,1410_mastercard_debit,345.0,0
10024_visa_credit,14685_visa_debit,345.0,0
10024_visa_credit,1494_mastercard_credit,71.81500000000001,0
10024_visa_credit,15007_visa_credit,71.81500000000001,0
10024_visa_credit,15063_visa_credit,13584.745,0
10024_visa_credit,15066_mastercard_credit,13584.745,0
10024_visa_credit,15497_visa_debit,71.81500000000001,0
10024_visa_credit,15885_visa_debit,13584.745,0
10024_visa_credit,16029_visa_debit,345.0,0
10024_visa_credit,16075_mastercard_credit,13584.745,0
10024_visa_credit,16136_visa_debit,71.81500000000001,0
10024_visa_credit,16659_visa_credit,13584.745,0
10024_visa_credit,16997_mastercard_debit,71.81500000000001,0
10024_visa_credit,17188_visa_debit,13584.745,0
10024_visa_credit,1724_visa_credit,13584.745,0
10024_visa_credit,17868_visa_debit,345.0,0
10024_visa_credit,18104_mastercard_credit,71.81500000000001,0
10024_visa_credit,18268_visa_credit,13584.745,0
10024_visa_credit,2597_visa_debit,345.0,0
10024_visa_credit,2616_discover_credit,13584.745,0
10024_visa_credit,2884_visa_debit,345.0,0
10024_visa_credit,3052_visa_credit,71.81500000000001,0
10024_visa_credit,3063_mastercard_credit,71.81500000000001,0
10024_visa_credit,3502_mastercard_debit,345.0,0
10024_visa_credit,4121_visa_credit,71.81500000000001,0
10024_visa_credit,4208_visa_debit,71.81500000000001,0
10024_visa_credit,4425_mastercard_credit,13584.745,0
10024_visa_credit,5812_mastercard_debit,71.81500000000001,0
10024_visa_credit,5940_visa_credit,71.81500000000001,0
10024_visa_credit,5951_visa_debit,345.0,0
10024_visa_credit,6019_visa_credit,13584.745,0
10024_visa_credit,6054_discover_credit,71.81500000000001,0
10024_visa_credit,6605_american express_credit,345.0,0
10024_visa_credit,6741_visa_credit,13584.745,0
10024_visa_credit,7005_visa_debit,345.0,0
10024_visa_credit,7585_visa_credit,13584.745,0
10024_visa_credit,7664_visa_debit,71.81500000000001,0
10024_visa_credit,9350_visa_credit,13584.745,0
10024_visa_credit,9803_visa_credit,13584.745,0
10027_visa_debit,1976_visa_credit,41.3775,0
10027_visa_debit,3702_visa_debit,41.3775,0
10027_visa_debit,6174_visa_debit,41.3775,0
10032_american express_credit,10960_mastercard_debit,134.6875,0
10032_american express_credit,1284_visa_debit,134.6875,0
10032_american express_credit,14290_visa_debit,134.6875,0
10032_american express_credit,18095_visa_debit,134.6875,0
10032_american express_credit,2023_visa_debit,134.6875,0
10032_american express_credit,2616_discover_credit,134.6875,0
10032_american express_credit,2803_visa_debit,134.6875,0
10032_american express_credit,3682_visa_credit,134.6875,0
10032_american express_credit,4387_visa_debit,134.6875,0
10032_american express_credit,6019_visa_credit,134.6875,0
10032_american express_credit,7664_visa_debit,134.6875,0
10032_american express_credit,7709_american express_credit,134.6875,0
10032_american express_credit,7861_visa_credit,134.6875,0
10032_american express_credit,9443_visa_debit,134.6875,0
10032_american express_credit,9500_visa_debit,134.6875,0
10034_american express_credit,10486_mastercard_credit,196.339,0
10034_american express_credit,10616_visa_credit,641.3055499999999,0
10034_american express_credit,11205_american express_credit,196.339,0
10034_american express_credit,11349_mastercard_debit,641.3055499999999,0
10034_american express_credit,14182_mastercard_credit,196.339,0
10034_american express_credit,14926_visa_credit,196.339,0
10034_american express_credit,15063_visa_credit,641.3055499999999,0
10034_american express_credit,15066_mastercard_credit,641.3055499999999,0
10034_american express_credit,15851_mastercard_credit,196.339,0
10034_american express_credit,15885_visa_debit,641.3055499999999,0
10034_american express_credit,16075_mastercard_credit,641.3055499999999,0
10034_american express_credit,16132_visa_debit,196.339,0
10034_american express_credit,16659_visa_credit,641.3055499999999,0
10034_american express_credit,16858_visa_debit,641.3055499999999,0
10034_american express_credit,1704_mastercard_credit,196.339,0
10034_american express_credit,1724_visa_credit,641.3055499999999,0
10034_american express_credit,17947_visa_credit,641.3055499999999,0
10034_american express_credit,18227_visa_credit,196.339,0
10034_american express_credit,18268_visa_credit,641.3055499999999,0
10034_american express_credit,2233_american express_credit,641.3055499999999,0
10034_american express_credit,2528_american express_credit,196.339,0
10034_american express_credit,2616_discover_credit,641.3055499999999,0
10034_american express_credit,2903_mastercard_credit,196.339,0
10034_american express_credit,3643_visa_credit,641.3055499999999,0
10034_american express_credit,3682_visa_credit,641.3055499999999,0
10034_american express_credit,4848_visa_credit,196.339,0
10034_american express_credit,5073_american express_credit,196.339,0
10034_american express_credit,5409_visa_credit,196.339,0
10034_american express_credit,5812_mastercard_debit,196.339,0
10034_american express_credit,6019_visa_credit,641.3055499999999,0
10034_american express_credit,6211_mastercard_credit,196.339,0
10034_american express_credit,7381_mastercard_credit,196.339,0
10034_american express_credit,7585_visa_credit,641.3055499999999,0
10034_american express_credit,7851_visa_debit,196.339,0
10034_american express_credit,8260_american express_credit,641.3055499999999,0
10034_american express_credit,9633_visa_debit,641.3055499999999,0
10040_visa_debit,10568_visa_credit,238.11205,0
10040_visa_debit,11201_visa_debit,238.11205,0
10040_visa_debit,13832_mastercard_debit,238.11205,0
10040_visa_debit,15885_visa_debit,238.11205,0
10040_visa_debit,15944_mastercard_credit,238.11205,0
10040_visa_debit,16062_mastercard_credit,238.11205,0
10040_visa_debit,16136_visa_debit,238.11205,0
10040_visa_debit,16746_mastercard_credit,238.11205,0
10040_visa_debit,1976_visa_credit,238.11205,0
10040_visa_debit,2115_mastercard_credit,238.11205,0
10040_visa_debit,2801_visa_credit,238.11205,0
10040_visa_debit,3154_mastercard_debit,238.11205,0
10040_visa_debit,4285_visa_debit,238.11205,0
10040_visa_debit,4461_mastercard_debit,238.11205,0
10040_visa_debit,4504_mastercard_credit,238.11205,0
10040_visa_debit,5812_mastercard_debit,238.11205,0
10040_visa_debit,8755_mastercard_credit,238.11205,0
10040_visa_debit,9026_visa_credit,238.11205,0
10040_visa_debit,9633_visa_debit,238.11205,0
10043_mastercard_debit,16435_visa_debit,48.87916666666666,0
10043_mastercard_debit,3786_visa_debit,48.87916666666666,0
10043_mastercard_debit,4461_mastercard_debit,48.87916666666666,0
10043_mastercard_debit,6773_mastercard_debit,48.87916666666666,0
10043_mastercard_debit,9803_visa_credit,48.87916666666666,0
10045_visa_debit,10260_visa_credit,25.302333333333333,0
10045_visa_debit,10369_mastercard_credit,44.349,0
10045_visa_debit,10616_visa_credit,282.5,0
10045_visa_debit,11350_visa_debit,282.5,0
10045_visa_debit,1135_mastercard_debit,44.349,0
10045_visa_debit,11900_visa_debit,282.5,0
10045_visa_debit,12253_visa_credit,99.80575,0
10045_visa_debit,12600_mastercard_credit,44.349,0
10045_visa_debit,13234_visa_debit,282.5,0
10045_visa_debit,1412_visa_debit,99.80575,0
10045_visa_debit,15757_visa_debit,282.5,0
10045_visa_debit,15885_visa_debit,44.349,0
10045_visa_debit,15986_mastercard_debit,282.5,0
10045_visa_debit,16132_visa_debit,282.5,0
10045_visa_debit,16972_visa_debit,282.5,0
10045_visa_debit,17396_visa_credit,282.5,0
10045_visa_debit,2432_mastercard_debit,44.349,0
10045_visa_debit,3096_visa_debit,282.5,0
10045_visa_debit,3821_mastercard_credit,282.5,0
10045_visa_debit,3998_american express_credit,282.5,0
10045_visa_debit,4090_visa_debit,282.5,0
10045_visa_debit,4436_visa_debit,282.5,0
10045_visa_debit,4461_mastercard_debit,44.349,0
10045_visa_debit,4670_visa_debit,25.302333333333333,0
10045_visa_debit,5983_visa_credit,44.349,0
10045_visa_debit,6344_discover_credit,282.5,0
10045_visa_debit,6542_visa_debit,282.5,0
10045_visa_debit,7207_visa_debit,282.5,0
10045_visa_debit,7794_mastercard_credit,99.80575,0
10045_visa_debit,7861_visa_credit,282.5,0
10045_visa_debit,9025_visa_debit,282.5,0
10045_visa_debit,9633_visa_debit,44.349,0
10047_visa_credit,10486_mastercard_credit,50.96318181818182,0
10047_visa_credit,15627_mastercard_debit,50.96318181818182,0
10047_visa_credit,15885_visa_debit,50.96318181818182,0
10047_visa_credit,17480_visa_credit,50.96318181818182,0
10047_visa_credit,1917_visa_debit,50.96318181818182,0
10047_visa_credit,3213_visa_credit,50.96318181818182,0
10047_visa_credit,3372_mastercard_credit,50.96318181818182,0
10047_visa_credit,5812_mastercard_debit,50.96318181818182,0
10047_visa_credit,8058_visa_debit,50.96318181818182,0
10047_visa_credit,9026_visa_credit,50.96318181818182,0
10054_visa_credit,10086_mastercard_credit,150.49195000000003,0
10054_visa_credit,10369_mastercard_credit,37.173300000000005,0
10054_visa_credit,10512_visa_debit,72.5363846153846,0
10054_visa_credit,10568_visa_credit,150.49195000000003,0
10054_visa_credit,1085_mastercard_credit,146.8641,0
10054_visa_credit,10876_visa_credit,150.49195000000003,0
10054_visa_credit,11201_visa_debit,150.49195000000003,0
10054_visa_credit,11214_mastercard_debit,72.5363846153846,0
10054_visa_credit,11408_visa_credit,146.8641,0
10054_visa_credit,11612_mastercard_debit,56.70822222222221,0
10054_visa_credit,11830_mastercard_credit,37.173300000000005,0
10054_visa_credit,12380_visa_credit,37.173300000000005,0
10054_visa_credit,12498_mastercard_credit,37.173300000000005,0
10054_visa_credit,12730_mastercard_credit,37.173300000000005,0
10054_visa_credit,13413_visa_credit,37.173300000000005,0
10054_visa_credit,13832_mastercard_debit,150.49195000000003,0
10054_visa_credit,14276_mastercard_credit,37.173300000000005,0
10054_visa_credit,15257_mastercard_debit,72.5363846153846,0
10054_visa_credit,15885_visa_debit,150.49195000000003,0
10054_visa_credit,15890_visa_debit,150.49195000000003,0
10054_visa_credit,16062_mastercard_credit,150.49195000000003,0
10054_visa_credit,16136_visa_debit,150.49195000000003,0
10054_visa_credit,16346_visa_credit,150.49195000000003,0
10054_visa_credit,16746_mastercard_credit,146.8641,0
10054_visa_credit,1976_visa_credit,37.173300000000005,0
10054_visa_credit,2256_visa_credit,150.49195000000003,0
10054_visa_credit,2650_mastercard_debit,150.49195000000003,0
10054_visa_credit,2675_visa_credit,150.49195000000003,0
10054_visa_credit,2801_visa_credit,150.49195000000003,0
10054_visa_credit,3154_mastercard_debit,150.49195000000003,0
10054_visa_credit,3867_visa_credit,37.173300000000005,0
10054_visa_credit,4461_mastercard_debit,150.49195000000003,0
10054_visa_credit,4504_mastercard_credit,146.8641,0
10054_visa_credit,5046_visa_credit,37.173300000000005,0
10054_visa_credit,5365_mastercard_credit,150.49195000000003,0
10054_visa_credit,5535_visa_debit,146.8641,0
10054_visa_credit,5812_mastercard_debit,146.8641,0
10054_visa_credit,7099_visa_credit,37.173300000000005,0
10054_visa_credit,7794_mastercard_credit,37.173300000000005,0
10054_visa_credit,8755_mastercard_credit,146.8641,0
10054_visa_credit,9026_visa_credit,146.8641,0
10054_visa_credit,9300_visa_debit,150.49195000000003,0
10054_visa_credit,9633_visa_debit,150.49195000000003,0
10057_X_X,10057_mastercard_debit,190291.2605,0
10057_mastercard_debit,10057_X_X,190291.2605,0
10057_mastercard_debit,10075_mastercard_debit,65831.8005,0
10057_mastercard_debit,10369_mastercard_credit,113.39695000000002,0
10057_mastercard_debit,10447_visa_debit,65831.8005,0
10057_mastercard_debit,10486_mastercard_credit,65831.8005,0
10057_mastercard_debit,10568_visa_credit,113.39695000000002,0
10057_mastercard_debit,10605_mastercard_debit,42.5,0
10057_mastercard_debit,10616_visa_credit,65831.8005,0
10057_mastercard_debit,10682_mastercard_debit,92.5,0
10057_mastercard_debit,10740_mastercard_credit,267.21735,0
10057_mastercard_debit,1078_visa_debit,49263.663499999995,0
10057_mastercard_debit,10807_visa_credit,128.75,0
10057_mastercard_debit,10989_visa_debit,131.47676923076924,0
10057_mastercard_debit,11106_visa_credit,287.89615,0
10057_mastercard_debit,11139_mastercard_debit,113.1866,0
10057_mastercard_debit,11207_visa_debit,267.21735,0
10057_mastercard_debit,11444_visa_debit,113.1866,0
10057_mastercard_debit,11837_visa_credit,56.74475,0
10057_mastercard_debit,11839_visa_debit,49263.663499999995,0
10057_mastercard_debit,1206_mastercard_debit,17319.031499999997,0
10057_mastercard_debit,12116_mastercard_credit,113.1866,0
10057_mastercard_debit,1214_visa_credit,287.89615,0
10057_mastercard_debit,12235_visa_credit,92.5,0
10057_mastercard_debit,12501_visa_debit,39769.525499999996,0
10057_mastercard_debit,12544_visa_debit,60292.68000000001,0
10057_mastercard_debit,12581_visa_debit,113.09944444444444,0
10057_mastercard_debit,1279_mastercard_debit,39769.525499999996,0
10057_mastercard_debit,12839_visa_debit,113.09944444444444,0
10057_mastercard_debit,1284_visa_debit,42.5,0
10057_mastercard_debit,13260_visa_debit,287.89615,0
10057_mastercard_debit,13346_visa_credit,44.858,0
10057_mastercard_debit,13481_mastercard_debit,49263.663499999995,0
10057_mastercard_debit,1356_mastercard_credit,128.75,0
10057_mastercard_debit,13767_visa_credit,56.74475,0
10057_mastercard_debit,13780_visa_debit,60292.68000000001,0
10057_mastercard_debit,13809_visa_credit,113.39695000000002,0
10057_mastercard_debit,13813_mastercard_debit,39769.525499999996,0
10057_mastercard_debit,13832_mastercard_debit,131.47676923076924,0
10057_mastercard_debit,13844_visa_credit,113.1866,0
10057_mastercard_debit,13929_american express_credit,287.89615,0
10057_mastercard_debit,14165_mastercard_debit,39769.525499999996,0
10057_mastercard_debit,14276_mastercard_credit,113.39695000000002,0
10057_mastercard_debit,14278_mastercard_credit,267.21735,0
10057_mastercard_debit,14290_visa_debit,65831.8005,0
10057_mastercard_debit,14308_visa_credit,56.74475,0
10057_mastercard_debit,14479_visa_credit,24428.873500000005,0
10057_mastercard_debit,14482_visa_debit,39769.525499999996,0
10057_mastercard_debit,14502_visa_debit,113.1866,0
