node_id,account_age_days,balance_mean,balance_std,tx_count,is_fraud,tx_velocity_7d,fan_out_ratio,amount_entropy,risky_email,device_mobile,device_consistency,addr_entropy,d_gap_mean,card_network_risk,product_code_risk,international_flag,second_hop_fraud_rate,pagerank,in_out_ratio,reciprocity_score,ring_membership,ring_volume,community_fraud_rate,community_id
10010_visa_debit,0.0,103.975,5.62149891043306,2,0,1,0.3333333333333333,1.0,0.2,0.0,0.5,-0.0,3.2,0.3,0.2,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,394
10011_X_X,40.0,77.0,0.0,1,1,1,0.5,0.0,0.3,0.0,1.0,-0.0,43.4,0.5,0.1,0.0,1.0,0.00019025058973233704,0.9999999979508932,0.5,0,0.0,0.3076923076923077,9
10011_visa_debit,75.3956043956044,106.41043956043956,96.72494091680905,91,1,5,0.0326086956521739,2.80509581932204,0.2747252747252747,0.0329670329670329,0.989010989010989,0.1743850209018897,53.9010989010989,0.3,0.1109890109890109,0.0,1.0,0.00019913348121230836,0.9999999980852358,0.8333333333333334,0,0.0,0.3076923076923077,9
10012_visa_debit,7.0,52.298,37.89243354549824,5,0,1,0.3333333333333333,1.521928094887362,0.3,0.0,0.8,0.9709505944546686,7.0,0.3,0.1399999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,395
10013_american express_credit,0.0,75.0,35.35533905932738,2,0,1,0.6666666666666666,1.0,0.35,0.0,0.5,1.0,0.0,0.2,0.6499999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,396
10015_mastercard_debit,0.0,123.0,67.88225099390856,2,0,1,0.6666666666666666,1.0,0.4499999999999999,0.5,0.5,1.0,12.1,0.3,0.3999999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,397
10016_mastercard_debit,0.0,137.5,125.15790027001891,2,0,1,0.3333333333333333,1.0,0.3,0.0,1.0,-0.0,91.1,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,398
10017_american express_credit,0.0,156.25,71.80703308172536,4,0,1,0.4,1.5,0.4499999999999999,0.0,0.75,0.8112781244591328,21.4,0.2,0.7,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,399
10018_mastercard_debit,5.5,82.6125,29.62066775637128,4,0,1,0.2,1.0,0.3,0.0,1.0,-0.0,60.7,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,400
10019_mastercard_debit,0.4666666666666667,91.84333333333332,223.40162342363277,90,1,6,0.1978021978021978,0.9421451240232372,0.1766666666666667,0.3666666666666666,0.9777777777777776,2.9920661494327203,0.2177777777777778,0.2999999999999999,0.4655555555555554,0.0,1.0,9.616402675070703e-05,0.9999999982819185,0.9852941176470589,0,0.0,0.3876146788990826,0
1001_visa_debit,27.0,79.66666666666667,89.49487881065225,3,0,1,0.25,0.9182958340544896,0.3,0.0,1.0,-0.0,105.46666666666664,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,401
10020_american express_credit,0.0,116.66666666666669,28.867513459481287,3,0,2,0.5,0.9182958340544896,0.2333333333333333,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.2,0.5666666666666667,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,402
10021_visa_debit,57.0,411.8916666666667,662.4703747464234,6,0,1,0.1428571428571428,0.6500224216483541,0.2833333333333333,0.1666666666666666,0.8333333333333334,-0.0,55.16666666666666,0.3,0.1333333333333333,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,403
10022_mastercard_debit,0.0,27.751,0.0,1,0,1,0.0,0.0,0.3,1.0,0.0,-0.0,0.0,0.3,0.5,0.0,0.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,404
10023_X_X,159.0,144.7,188.7583883345762,7,1,2,0.125,1.1488348542809166,0.2857142857142857,0.0,1.0,-0.0,82.74285714285715,0.5,0.0999999999999999,0.0,1.0,7.786529213634429e-05,0.9999999999328376,0.5,0,0.0,0.3876146788990826,0
10023_visa_debit,117.96819496076002,122.58263527467987,179.6262991180534,2421,1,74,0.0111478117258464,1.173526028075313,0.2855431639818256,0.0280875671210243,0.9991738950846758,1.134377513807493,82.81173068979761,0.3,0.1197026022304832,0.0,0.9995843724023276,0.0012387746323073699,0.9999999999968945,0.9919354838709677,1,161228.71714999998,0.3876146788990826,0
10024_visa_credit,68.25510204081633,215.66264285714283,178.25802225143994,98,1,9,0.2121212121212121,3.019871841165496,0.4785714285714285,0.0714285714285714,0.979591836734694,3.590584803059035,37.65714285714286,0.2999999999999999,0.5704081632653062,0.0,1.0,0.0002792489322642532,0.999999999962173,0.98,0,0.0,0.3876146788990826,0
10025_mastercard_debit,4.8,102.95,11.180339887498947,5,0,1,0.1666666666666666,0.7219280948873623,0.3,0.0,1.0,-0.0,3.5200000000000005,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,405
10027_visa_debit,105.2051282051282,130.92435897435897,241.53590108940384,156,0,7,0.0445859872611464,1.250593827648635,0.2519230769230769,0.0256410256410256,0.9871794871794872,0.3773502345746709,54.04102564102564,0.3,0.114102564102564,0.0,1.0,3.153128927772778e-05,0.9999999194409265,0.75,0,0.0,0.3321637426900585,1
10028_mastercard_debit,0.0,29.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,111.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,406
10029_mastercard_debit,34.7948717948718,111.33948717948718,93.50824013644092,39,0,1,0.075,2.804167450387676,0.2948717948717948,0.0256410256410256,0.9743589743589745,0.343100307880937,48.75897435897436,0.3000000000000001,0.1153846153846153,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,407
10032_american express_credit,0.0,166.66666666666666,87.55950357709132,6,0,1,0.8571428571428571,1.9182958340544891,0.35,0.5,0.6666666666666667,2.584962500721156,0.0,0.1999999999999999,0.7000000000000001,0.0,1.0,3.843791676182233e-05,0.9999999950502707,0.9375,0,0.0,0.3876146788990826,0
10034_american express_credit,0.0,171.42857142857142,77.74288420142415,14,1,3,0.5333333333333333,1.8423709931771088,0.3357142857142857,0.5714285714285714,0.8571428571428572,2.6384600665861555,0.0,0.2,0.6928571428571428,0.0,1.0,7.900099082562327e-05,0.9999999993557768,0.972972972972973,0,0.0,0.3876146788990826,0
10035_visa_debit,23.666666666666668,99.32777777777778,53.48520304200447,9,0,3,0.1,2.113283334294875,0.1,0.0,1.0,-0.0,10.97777777777778,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,408
10036_american express_credit,0.0,135.0,85.87782018658834,5,0,2,0.6666666666666666,1.9219280948873625,0.26,0.2,0.6,1.9219280948873625,0.0,0.2,0.5399999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,409
10037_visa_credit,86.51351351351352,146.7445945945946,367.91904310742206,37,0,1,0.1052631578947368,0.8310749872505714,0.2621621621621621,0.0,0.972972972972973,1.390110509054849,98.88108108108108,0.3000000000000001,0.1108108108108108,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,410
10038_mastercard_credit,68.0,272.75666666666666,266.6024420278968,15,0,1,0.3125,2.866247897312731,0.3133333333333333,0.0666666666666666,0.8666666666666667,1.8565647621309544,34.22666666666667,0.2999999999999999,0.2066666666666667,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,411
10039_visa_debit,89.0,29.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,160.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,412
10040_visa_debit,0.0,89.422,0.0,1,0,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.5,1.0,1.0,8.416864522621032e-05,0.9999999977896298,0.95,0,0.0,0.3321637426900585,1
10041_mastercard_debit,132.3,97.785,84.39249917301103,10,0,1,0.5454545454545454,1.6854752972273346,0.26,0.0,1.0,2.1609640474436813,77.78,0.2999999999999999,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,413
10042_american express_credit,0.0,125.0,106.06601717798212,2,0,1,0.6666666666666666,1.0,0.4499999999999999,0.0,0.5,1.0,0.0,0.2,0.5,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,414
10043_mastercard_debit,77.84375,127.84375,49.20536908482848,32,0,2,0.0303030303030303,1.5980505277442498,0.125,0.03125,0.9375,-0.0,119.98125,0.3,0.13125,0.0,1.0,3.330148324402636e-05,0.9999999590827738,0.8333333333333334,0,0.0,0.13333333333333333,7
10044_mastercard_debit,25.0,74.96666666666667,28.56922878436401,3,0,1,0.25,0.9182958340544896,0.1,0.0,1.0,-0.0,15.066666666666668,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,415
10045_visa_debit,48.91089108910891,111.04532673267326,166.5740663377771,101,1,4,0.2352941176470588,1.7439143467238698,0.295049504950495,0.1683168316831683,0.9801980198019802,3.9049401152525456,32.57029702970297,0.3,0.3435643564356436,0.0,0.9876543209876544,0.00011884176526656829,0.9999999983531813,0.9696969696969697,0,0.0,0.3876146788990826,0
10047_visa_credit,149.73214285714286,195.47892857142853,252.3134144430733,56,1,2,0.2280701754385964,2.2349293414844844,0.2053571428571428,0.1428571428571428,0.9642857142857144,3.289917748144908,54.871428571428574,0.3,0.2089285714285714,0.0,1.0,4.086581245337643e-05,0.9999999803779916,0.9090909090909091,0,0.0,0.3321637426900585,1
10048_mastercard_debit,0.0,94.66666666666669,38.68246803570492,3,0,2,0.25,0.9182958340544896,0.1666666666666666,0.0,0.6666666666666667,-0.0,0.0,0.3,0.3,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,416
10049_visa_debit,159.135593220339,114.29898305084748,107.6377139343685,59,0,5,0.05,2.3934638151053056,0.2457627118644067,0.0338983050847457,0.9661016949152542,0.247478120423023,96.04745762711865,0.3,0.1305084745762711,0.0,0.9830508474576272,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,417
1004_visa_credit,0.0,136.4,93.57777513918568,5,0,2,0.5,1.521928094887362,0.48,0.2,0.6,1.3709505944546687,0.0,0.3,0.3,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,418
10051_american express_credit,75.27272727272727,124.54545454545456,134.54468672999587,11,0,1,0.75,1.676737030052133,0.2363636363636363,0.1818181818181818,0.8181818181818181,3.095795255000934,56.21818181818182,0.2,0.6272727272727273,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,419
10052_mastercard_debit,259.75,100.3796875,71.59089176543453,32,0,1,0.1212121212121212,2.9994996115311405,0.340625,0.03125,0.9375,1.507048827786958,149.5875,0.3,0.15,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,420
10053_mastercard_debit,29.88235294117647,179.0,54.03095177766166,17,0,12,0.0555555555555555,2.345719283930527,0.3058823529411764,0.0,0.9411764705882352,-0.0,19.16470588235294,0.3,0.1352941176470588,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,421
10054_visa_credit,9.050632911392404,52.64767088607595,44.091248188135154,79,1,2,0.0125,2.693261980071757,0.340506329113924,0.1392405063291139,0.9746835443037974,0.0979405827181741,19.13670886075949,0.3,0.5,1.0,1.0,9.749605753849879e-05,0.9999999978967988,0.9772727272727273,0,0.0,0.3321637426900585,1
10056_visa_credit,19.2,595.38,759.7815612069037,5,0,1,0.1666666666666666,0.7219280948873623,0.22,0.0,1.0,-0.0,45.6,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,422
10057_X_X,93.0,45.3,13.225637980831015,3,0,1,0.75,1.584962500721156,0.2333333333333333,0.0,1.0,1.584962500721156,83.13333333333333,0.5,0.1,0.0,1.0,0.00010155865417729063,0.999999999947449,0.5,0,0.0,0.3876146788990826,0
10057_mastercard_debit,101.88333860259247,120.2803101485931,209.77588114936825,3163,1,108,0.0079013906447534,0.8423752660721285,0.2710401517546633,0.0265570660765096,0.9993676889029404,3.06773885157553,72.12747391716725,0.2999999999999999,0.1279165349351881,0.0,1.0,0.0017002583436869694,0.9999999999973634,0.994535519125683,0,0.0,0.3876146788990826,0
10058_mastercard_credit,79.0,317.5,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,78.4,0.3,0.1,0.0,1.0,0.00019796003242113027,0.9999999468791528,0.5,0,0.0,0.0,44
10058_mastercard_debit,0.0,59.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,0.00019796003242113027,0.9999999468791528,0.5,0,0.0,0.0,44
1005_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,0.0,0.1,0.0,0.0,-0.0,0.0,0.3,0.3,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,423
10063_visa_debit,72.49056603773585,163.5424528301887,271.1489972172954,53,0,3,0.2407407407407407,1.8541009412784868,0.2792452830188679,0.0566037735849056,0.9622641509433962,2.7457485215761936,51.34339622641509,0.3000000000000001,0.1452830188679245,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,424
10065_mastercard_debit,61.01234567901235,145.8074074074074,128.47070784596949,81,1,3,0.0609756097560975,2.8566539360008103,0.2851851851851852,0.0123456790123456,0.9753086419753086,0.5230425734131301,42.40493827160493,0.3,0.119753086419753,0.0,1.0,0.0001727131652806731,0.9999999999549006,0.95,0,0.0,0.25287356321839083,3
10066_visa_debit,0.0,65.75,13.08147545195113,2,0,1,0.3333333333333333,1.0,0.3,0.5,0.5,-0.0,0.0,0.3,0.2,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,425
10067_visa_debit,49.75,65.7375,36.89411369039782,4,0,1,0.2,1.5,0.2499999999999999,0.0,1.0,-0.0,29.85,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,426
10068_visa_debit,0.0,106.0,0.0,1,1,1,0.5,0.0,0.6,0.0,0.0,-0.0,0.0,0.3,0.3,1.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,1.0,427
10069_visa_credit,10.071428571428571,116.14285714285714,91.47413013260352,14,1,1,0.2,1.7273966735744792,0.2642857142857143,0.1428571428571428,0.8571428571428572,0.7345299214394703,18.185714285714287,0.2999999999999999,0.35,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,1.0,428
1006_american express_credit,0.0,133.33333333333334,28.86751345948129,3,0,1,0.25,0.9182958340544896,0.3999999999999999,0.3333333333333333,0.3333333333333333,-0.0,0.0,0.2,0.6999999999999998,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,429
10071_visa_debit,0.0,100.0,0.0,1,0,1,0.5,0.0,0.3,1.0,0.0,-0.0,0.0,0.3,0.7,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,430
10072_visa_credit,0.0,100.0,50.0,3,0,1,0.5,1.584962500721156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9182958340544896,0.0,0.3,0.5333333333333333,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,431
10073_mastercard_debit,26.428571428571427,107.9,140.3852378279141,7,0,1,0.125,0.863120568566631,0.3,0.0,1.0,-0.0,15.94285714285714,0.3,0.0999999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,432
10075_X_X,68.5,48.975,7.03571247280615,2,0,1,0.3333333333333333,1.0,0.4499999999999999,0.0,1.0,-0.0,90.3,0.5,0.1,0.0,1.0,3.6940738945543734e-05,0.9999999994131631,0.5,0,0.0,0.3876146788990826,0
10075_mastercard_debit,138.7194719471947,112.15533333333332,177.03250566814978,303,1,8,0.0526315789473684,1.5852643543985825,0.2831683168316832,0.033003300330033,0.9933993399339934,1.2854474503055389,97.55115511551156,0.3,0.129042904290429,0.0,0.9830508474576272,0.0005760304754903942,0.99999999999212,0.9696969696969697,0,0.0,0.3876146788990826,0
10076_mastercard_debit,0.0,774.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,24.6,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,433
10077_visa_credit,0.0,49.0,0.0,1,0,1,0.5,0.0,0.1,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,434
10078_visa_credit,188.53846153846155,78.17307692307692,38.00457546678105,13,0,1,0.1428571428571428,2.038159681645953,0.1923076923076923,0.0,1.0,0.961236604722876,140.24615384615385,0.2999999999999999,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,435
10079_mastercard_credit,74.33333333333333,684.9699999999999,464.2931845289138,3,0,1,0.25,0.9182958340544896,0.4999999999999999,0.0,1.0,-0.0,38.46666666666667,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,436
1007_mastercard_credit,0.0,39.1835,22.59983983350325,2,0,1,0.3333333333333333,1.0,0.4499999999999999,0.0,0.5,1.0,0.0,0.3,0.5,0.0,0.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,437
10080_X_X,3.0,171.0,0.0,2,0,2,0.3333333333333333,0.0,0.3,0.0,1.0,-0.0,2.0,0.5,0.1,0.0,1.0,3.344824415020691e-05,0.999999995032833,0.5,0,0.0,0.16666666666666666,5
10080_visa_debit,40.25,307.0366666666667,240.361859110699,12,0,1,0.2307692307692307,2.221251836004466,0.2833333333333333,0.0,1.0,0.8166890883150209,35.733333333333334,0.2999999999999999,0.1,0.0,1.0,0.0001450152136386032,0.9999999998821021,0.9523809523809523,0,0.0,0.16666666666666666,5
10082_visa_debit,40.0,142.46076923076924,70.61809263703111,13,0,4,0.1428571428571428,2.873140679513133,0.2846153846153846,0.1538461538461538,0.8461538461538461,0.3912435636292556,47.47692307692308,0.2999999999999999,0.1461538461538462,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,438
10083_mastercard_debit,36.89473684210526,217.5847368421053,274.0853968376446,19,0,1,0.05,2.2920717524577867,0.4157894736842105,0.0526315789473684,0.8947368421052632,-0.0,57.07368421052632,0.3,0.1526315789473684,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,439
10084_visa_credit,253.0,396.5,78.24960063795854,4,0,4,0.2,1.0,0.475,0.0,1.0,-0.0,110.25,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,440
10085_mastercard_debit,0.0,26.95,0.0,1,0,1,0.5,0.0,0.6,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,441
10086_X_X,0.0,44.107,0.0,1,0,1,0.0,0.0,0.3,0.0,1.0,-0.0,0.0,0.5,0.5,0.0,0.0,0.0001556760336647243,0.9999999991008294,0.5,0,0.0,0.3321637426900585,1
10086_mastercard_credit,31.74090909090909,50.45139318181818,46.59199588730934,440,1,7,0.0249433106575963,2.725028146331294,0.2993181818181818,0.3318181818181818,0.9954545454545456,0.6820308547737585,32.81772727272727,0.2999999999999999,0.5,1.0,0.9230769230769232,0.0007699381976977366,0.9999999998291155,0.9927536231884058,0,0.0,0.3321637426900585,1
10087_visa_credit,0.0,166.66666666666666,57.735026918962575,3,1,1,0.25,0.9182958340544896,0.1666666666666666,0.6666666666666666,0.3333333333333333,-0.0,0.0,0.3,0.3,1.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,1.0,442
1008_visa_debit,157.33333333333334,60.81666666666666,37.83154547904874,3,0,1,0.25,1.584962500721156,0.1666666666666666,0.0,1.0,-0.0,141.33333333333334,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,443
10091_mastercard_debit,0.0,82.95,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,444
10094_visa_debit,46.13333333333333,102.51311111111112,102.67591994014738,45,0,2,0.0869565217391304,2.4861149655072787,0.2577777777777778,0.0222222222222222,0.9555555555555556,1.1888790201740436,34.964444444444446,0.3000000000000001,0.1555555555555555,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,445
10095_mastercard_debit,0.0,35.0,21.213203435596427,2,0,1,0.3333333333333333,1.0,0.3,0.0,0.5,-0.0,0.0,0.3,0.3,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,446
10096_mastercard_credit,85.16666666666667,472.8,325.1738534999393,6,0,1,0.8571428571428571,1.7924812503605778,0.4166666666666666,0.0,0.8333333333333334,2.584962500721156,71.63333333333334,0.3,0.2166666666666667,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,447
10097_american express_credit,0.0,83.33333333333333,28.867513459481287,3,0,1,0.5,0.9182958340544896,0.1666666666666666,1.0,0.6666666666666667,0.9182958340544896,0.0,0.2,0.5666666666666667,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,448
1009_american express_credit,71.0,130.0,75.82875444051551,5,0,3,0.8333333333333334,1.521928094887362,0.32,0.2,0.6,2.321928094887362,28.4,0.2,0.5399999999999998,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,449
10100_visa_debit,0.0,554.0,0.0,1,0,1,0.5,0.0,0.3,0.0,1.0,-0.0,0.0,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,450
10101_visa_debit,0.0,50.0,0.0,3,1,3,0.25,0.0,0.3,1.0,0.6666666666666667,-0.0,0.0,0.3,0.3,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,1.0,451
10102_visa_credit,229.2941176470588,121.33235294117648,42.51502653906789,17,0,1,0.1111111111111111,2.1607047528877827,0.3176470588235294,0.1176470588235294,0.8823529411764706,0.9774178175281716,141.28235294117647,0.3,0.4176470588235293,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,452
10103_visa_debit,116.9090909090909,101.0081818181818,117.67912702074076,11,0,5,0.0833333333333333,1.4911148500551858,0.3,0.0909090909090909,0.9090909090909092,-0.0,71.05454545454546,0.2999999999999999,0.1545454545454545,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,453
10104_X_X,0.0,117.0,0.0,1,0,1,0.5,0.0,0.1,0.0,1.0,-0.0,0.0,0.5,0.1,0.0,1.0,3.5227539301092025e-05,0.9999999987797884,0.5,0,0.0,0.3876146788990826,0
10104_mastercard_debit,79.484375,127.1375,189.8703579673396,128,1,1,0.0542635658914728,1.5944713995833166,0.28125,0.0078125,0.984375,0.5372015520639941,79.8015625,0.2999999999999999,0.1203125,0.0,0.9921875,0.0002470424695983071,0.9999999999723191,0.9666666666666667,0,0.0,0.3876146788990826,0
10106_visa_debit,16.366666666666667,61.61,39.62848896855688,30,0,1,0.2258064516129032,2.655261428220696,0.24,0.0,1.0,2.4956007146872725,14.546666666666663,0.3,0.1,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,454
10107_mastercard_debit,171.33333333333334,262.93854166666665,148.3542386717365,48,0,3,0.0204081632653061,2.5207174004744592,0.2499999999999999,0.0,1.0,-0.0,162.67499999999998,0.3,0.0999999999999999,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,455
10108_visa_debit,94.44444444444444,345.6611111111111,288.80390598312744,9,0,3,0.1,2.058813890331201,0.2555555555555555,0.1111111111111111,0.8888888888888888,-0.0,64.02222222222223,0.3,0.1222222222222222,0.0,1.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,456
1010_visa_credit,0.0,277.932,0.0,1,0,1,0.0,0.0,0.3,0.0,0.0,-0.0,0.0,0.3,0.5,0.0,0.0,3.0496845986419326e-05,0.0,0.0,0,0.0,0.0,457
10110_visa_credit,0.0,35.346,0.0,1,0,1,0.0,0.0,0.3,1.0,0.0,-0.0,0.0,0.3,0.5,1.0,0.0,3.763181441068115e-05,0.9999999838407302,0.9166666666666666,0,0.0,0.3321637426900585,1
